KataID,Language,KataName,NumParticipants,Animal,Path,StartDate,secsInKata,TotalLights,RedLights,GreenLights,AmberLights,SLOC,EditedLines,CCNum,BranchCoverage,StatementCoverage,NumCycles,EndsInGreen,TransitionString
00E0B3A302,Java-1.8_JUnit,Fizz_Buzz,1,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E0B3A302/frog/,2014-02-24 07:54:26 -0800,2561.0,25,10,12,3,57,124,43,1.000000,0.833333,5,true,~{red:0:12.0}~{green:6:89.0}~{green:0:89.0}~{amber:3:55.0}~{green:4:61.0}+{red:6:45.0}+{green:4:49.0}+{red:4:41.0}+{green:2:77.0}+{red:6:35.0}+{green:4:26.0}~{green:12:250.0}~{amber:6:37.0}~{green:2:10.0}~{amber:25:300.0}~{green:2:23.0}~{red:2:19.0}~{green:2:14.0}+{red:6:143.0}+{red:2:19.0}+{red:2:21.0}+{green:2:29.0}+{red:10:1092.0}+{red:2:8.0}+{green:10:17.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,alligator,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/alligator/,2014-05-02 15:56:05 -0700,2724.0,21,2,9,10,35,84,25,1.000000,1.000000,1,true,+{red:0:1200}+{amber:25:448.0}+{amber:2:14.0}+{green:2:16.0}~{green:2:81.0}~{amber:13:269.0}~{amber:6:37.0}~{amber:2:16.0}~{amber:1:44.0}~{amber:2:9.0}~{amber:2:132.0}~{green:1:15.0}~{green:4:59.0}~{amber:6:144.0}~{green:2:11.0}~{green:1:35.0}~{green:2:28.0}~{red:2:48.0}~{green:4:34.0}~{amber:5:67.0}~{green:0:17.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/deer/,2014-05-02 15:56:05 -0700,5901.0,51,8,24,19,93,309,57,1.000000,0.920000,2,true,~{red:0:54.0}~{green:2:31.0}+{amber:92:1200}+{amber:6:81.0}+{amber:6:113.0}+{amber:2:19.0}+{red:10:179.0}+{green:2:35.0}~{green:4:86.0}~{green:3:137.0}~{amber:12:97.0}~{green:1:68.0}~{green:5:60.0}+{amber:3:118.0}+{amber:0:23.0}+{amber:20:158.0}+{amber:6:41.0}+{red:2:16.0}+{amber:2:54.0}+{red:2:28.0}+{amber:2:29.0}+{amber:4:27.0}+{green:2:42.0}~{green:2:21.0}~{green:4:33.0}~{green:4:149.0}~{amber:5:270.0}~{green:2:16.0}~{green:2:179.0}~{green:2:97.0}~{amber:7:70.0}~{amber:0:5.0}~{amber:2:20.0}~{green:2:27.0}~{green:4:58.0}~{red:2:78.0}~{green:2:10.0}~{green:2:214.0}~{green:2:170.0}~{green:3:55.0}~{amber:40:1200}~{amber:2:16.0}~{red:8:37.0}~{red:2:59.0}~{amber:6:51.0}~{green:2:12.0}~{green:2:40.0}~{green:4:129.0}~{green:2:84.0}~{red:4:77.0}~{green:2:28.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/frog/,2014-05-02 15:56:05 -0700,3188.0,28,2,10,16,89,167,65,1.000000,1.000000,1,true,~{red:0:36.0}~{green:2:39.0}~{amber:17:242.0}~{amber:3:19.0}~{amber:4:21.0}~{amber:0:85.0}~{amber:2:17.0}~{green:2:13.0}+{amber:31:1200}+{red:1:17.0}+{green:2:57.0}~{amber:19:225.0}~{green:2:20.0}~{green:2:33.0}~{amber:15:206.0}~{amber:2:39.0}~{amber:4:32.0}~{amber:2:17.0}~{green:2:16.0}~{green:12:51.0}~{amber:6:81.0}~{green:1:29.0}~{amber:12:272.0}~{amber:5:40.0}~{amber:6:28.0}~{green:4:17.0}~{amber:7:324.0}~{green:2:12.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,gorilla,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/gorilla/,2014-05-02 15:56:05 -0700,5996.0,34,2,7,25,37,166,29,1.000000,1.000000,2,true,+{red:0:47.0}+{amber:25:1200}+{amber:7:30.0}+{amber:2:12.0}+{amber:4:65.0}+{amber:2:11.0}+{amber:2:15.0}+{green:2:60.0}~{amber:14:509.0}~{green:2:50.0}~{amber:2:63.0}~{green:2:43.0}+{amber:2:130.0}+{amber:27:1200}+{amber:0:29.0}+{amber:2:33.0}+{amber:2:25.0}+{amber:8:154.0}+{amber:2:90.0}+{amber:2:85.0}+{amber:2:106.0}+{amber:2:82.0}+{red:4:141.0}+{amber:17:845.0}+{amber:2:22.0}+{green:2:149.0}~{amber:7:262.0}~{amber:2:10.0}~{amber:2:50.0}~{amber:1:64.0}~{green:2:46.0}~{amber:7:265.0}~{green:2:12.0}~{green:5:91.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/koala/,2014-05-02 15:56:05 -0700,5079.0,31,1,17,13,73,195,36,1.000000,1.000000,0,true,~{red:0:311.0}~{green:2:248.0}~{amber:2:1140.0}~{green:2:10.0}~{amber:4:48.0}~{amber:2:25.0}~{amber:2:16.0}~{amber:3:48.0}~{green:2:102.0}~{green:8:30.0}~{green:2:86.0}~{green:2:32.0}~{amber:2:18.0}~{green:2:31.0}~{green:11:96.0}~{amber:6:50.0}~{amber:2:11.0}~{green:2:67.0}~{amber:7:142.0}~{green:2:25.0}~{green:0:27.0}~{amber:2:587.0}~{amber:2:21.0}~{green:2:55.0}~{green:1:33.0}~{green:7:70.0}~{green:1:221.0}~{amber:96:1200}~{amber:0:10.0}~{green:16:58.0}~{green:3:261.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,moose,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/moose/,2014-05-02 15:56:05 -0700,5976.0,31,4,14,13,83,147,66,1.000000,1.000000,2,false,+{red:0:34.0}+{amber:29:1200}+{amber:1:27.0}+{amber:1:24.0}+{amber:2:13.0}+{amber:2:24.0}+{amber:2:13.0}+{amber:2:23.0}+{amber:2:37.0}+{green:1:16.0}~{green:9:80.0}~{amber:30:304.0}~{green:2:14.0}+{amber:7:133.0}+{red:2:13.0}+{green:2:63.0}~{green:3:115.0}~{red:4:165.0}~{green:4:14.0}~{green:2:58.0}~{amber:7:170.0}~{green:2:11.0}~{green:2:20.0}~{amber:6:188.0}~{red:3:57.0}~{green:2:10.0}~{green:9:702.0}~{green:0:1200}~{green:5:1200}~{green:2:20.0}~{amber:2:28.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/lion/,2014-05-02 15:56:05 -0700,3227.0,16,2,1,13,22,49,16,,,1,false,+{red:0:51.0}+{amber:4:134.0}+{amber:2:18.0}+{amber:2:13.0}+{amber:0:1200}+{red:0:101.0}+{amber:10:186.0}+{green:4:53.0}~{amber:12:944.0}~{amber:2:75.0}~{amber:4:177.0}~{amber:1:51.0}~{amber:2:18.0}~{amber:2:141.0}~{amber:2:24.0}~{amber:2:41.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,panda,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/panda/,2014-05-02 15:56:05 -0700,1325.0,2,2,0,0,15,0,10,1.000000,1.000000,0,false,~{red:0:125.0}~{red:0:1200}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,raccoon,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/raccoon/,2014-05-02 15:56:05 -0700,3465.0,4,1,3,0,41,126,27,1.000000,1.000000,1,true,+{red:0:1200}+{green:54:779.0}~{green:70:391.0}~{green:2:1095.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,snake,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/snake/,2014-05-02 15:56:05 -0700,5424.0,33,5,6,22,71,209,52,0.000000,0.600000,2,true,+{red:0:56.0}+{amber:4:130.0}+{red:2:21.0}+{green:2:12.0}~{amber:33:1200}~{amber:2:31.0}~{amber:2:14.0}~{amber:1:33.0}~{amber:2:26.0}~{amber:2:26.0}~{green:2:20.0}~{green:2:77.0}~{amber:15:116.0}~{green:6:14.0}~{amber:22:734.0}~{green:2:10.0}+{red:12:520.0}+{amber:25:1200}+{amber:2:20.0}+{amber:2:14.0}+{amber:2:26.0}+{amber:3:17.0}+{amber:5:82.0}+{amber:2:19.0}+{amber:2:21.0}+{amber:0:11.0}+{amber:4:73.0}+{amber:5:152.0}+{red:2:19.0}+{amber:2:45.0}+{red:2:9.0}+{amber:32:557.0}+{green:8:119.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,zebra,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/zebra/,2014-05-02 15:56:05 -0700,3940.0,30,7,9,14,84,202,,,,1,true,~{red:0:23.0}~{green:2:48.0}~{amber:49:1200}~{amber:2:11.0}~{amber:10:148.0}~{amber:2:15.0}~{green:5:44.0}+{amber:15:677.0}+{amber:2:6.0}+{amber:1:14.0}+{amber:2:36.0}+{amber:5:29.0}+{amber:2:15.0}+{amber:2:22.0}+{red:2:19.0}+{amber:20:375.0}+{amber:2:18.0}+{red:2:17.0}+{amber:16:302.0}+{red:2:21.0}+{green:2:59.0}~{green:9:175.0}~{green:0:84.0}~{red:5:269.0}~{red:2:34.0}~{green:6:130.0}~{green:1:28.0}~{red:1:30.0}~{green:16:36.0}~{green:17:55.0}
013C966451,Java-1.8_JUnit,Harry_Potter,1,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/01/3C966451/lion/,2014-03-02 20:29:08 -0800,44.0,3,1,2,0,16,3,11,1.000000,1.000000,0,true,~{red:0:7.0}~{green:2:11.0}~{green:1:26.0}
00E6723CBC,Java-1.8_JUnit,Anagrams,16,wolf,/Users/michaelhilton/Development/Mycyberdojo/katas/00/E6723CBC/wolf/,2014-05-02 15:56:05 -0700,186.0,2,1,1,0,15,2,10,1.000000,1.000000,0,true,~{red:0:26.0}~{green:2:160.0}
018947DDF5,Python-unittest,Fizz_Buzz,1,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/01/8947DDF5/cheetah/,2013-01-09 21:45:50 -0800,2629.0,19,5,10,4,33,70,7,,1.0,0,true,~{red:0:35.0}~{amber:6:92.0}~{amber:0:3.0}~{green:2:28.0}~{red:1:132.0}~{green:2:21.0}~{amber:16:371.0}~{green:2:12.0}~{red:4:95.0}~{green:2:76.0}~{green:2:38.0}~{red:5:60.0}~{green:3:47.0}~{green:0:2.0}~{red:6:66.0}~{green:3:45.0}~{green:0:1200}~{amber:12:210.0}~{green:4:96.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,buffalo,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/buffalo/,2014-07-07 10:23:18 -0700,1367.0,5,1,3,1,84,103,41,1.000000,1.000000,1,true,+{red:0:116.0}+{amber:87:949.0}+{green:4:69.0}~{green:9:168.0}~{green:3:65.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/deer/,2014-07-07 10:23:18 -0700,1467.0,6,1,2,3,46,51,34,1.000000,0.800000,1,true,+{red:0:46.0}+{amber:41:1003.0}+{amber:2:33.0}+{green:2:59.0}~{amber:4:270.0}~{green:2:56.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/frog/,2014-07-07 10:23:18 -0700,1613.0,14,3,4,7,54,303,39,1.000000,0.600000,1,true,+{red:0:361.0}+{amber:2:218.0}+{amber:4:51.0}+{red:4:23.0}+{amber:28:290.0}+{amber:2:15.0}+{red:12:36.0}+{amber:101:170.0}+{amber:130:258.0}+{amber:2:36.0}+{green:2:15.0}~{green:4:50.0}~{green:4:24.0}~{green:8:66.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/koala/,2014-07-07 10:23:18 -0700,1588.0,4,1,0,3,57,110,27,,,1,false,+{red:0:58.0}+{amber:71:1185.0}+{amber:4:76.0}+{amber:35:269.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/hippo/,2014-07-07 10:23:18 -0700,3277.0,12,3,5,4,59,156,31,1.000000,1.000000,3,true,+{red:0:95.0}+{amber:25:600.0}+{green:2:23.0}~{green:30:103.0}+{amber:37:679.0}+{amber:4:52.0}+{amber:16:49.0}+{red:4:1200}+{green:2:34.0}+{red:22:347.0}+{green:2:16.0}~{green:12:79.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,zebra,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/zebra/,2014-07-07 10:23:18 -0700,1379.0,14,3,7,4,66,94,41,1.000000,0.833333,2,true,~{red:0:95.0}~{green:2:53.0}~{amber:21:431.0}~{amber:4:65.0}~{amber:2:48.0}~{amber:9:77.0}~{green:2:19.0}~{green:9:167.0}+{red:7:71.0}+{green:4:44.0}+{red:15:78.0}+{green:5:125.0}~{green:7:55.0}~{green:7:51.0}
01B08C5DF1,Java-1.8_JUnit,Fizz_Buzz,8,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/01/B08C5DF1/lion/,2014-07-07 10:23:18 -0700,1382.0,13,3,5,5,96,154,53,1.000000,1.000000,1,true,+{red:0:25.0}+{amber:59:729.0}+{amber:14:46.0}+{amber:9:49.0}+{amber:2:21.0}+{red:2:22.0}+{green:27:108.0}~{red:12:51.0}~{green:16:63.0}~{amber:6:154.0}~{green:2:13.0}~{green:4:45.0}~{green:1:56.0}
0282DCAE65,Python-unittest,Fizz_Buzz,1,wolf,/Users/michaelhilton/Development/Mycyberdojo/katas/02/82DCAE65/wolf/,2014-05-25 07:38:36 -0700,46.0,2,2,0,0,12,0,3,,1.0,0,false,~{red:0:31.0}~{red:0:15.0}
0270CDBB71,Java-1.8_JUnit,Haiku_Review,1,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/02/70CDBB71/cheetah/,2014-06-05 00:59:43 -0700,53.0,3,2,1,0,15,4,10,1.000000,1.000000,0,true,~{red:0:11.0}~{red:2:29.0}~{green:2:13.0}
01D393089D,Java-1.8_JUnit,Number_Names,2,alligator,/Users/michaelhilton/Development/Mycyberdojo/katas/01/D393089D/alligator/,2014-08-13 11:00:02 -0700,9865.0,72,35,23,14,162,368,110,0.718750,0.720000,6,true,+{red:0:6.0}+{red:13:129.0}+{green:2:16.0}~{green:8:59.0}~{amber:12:96.0}~{green:2:43.0}+{red:7:195.0}+{red:0:92.0}+{red:2:18.0}+{red:2:13.0}+{amber:4:373.0}+{amber:4:32.0}+{amber:4:1200}+{red:2:58.0}+{amber:9:273.0}+{red:1:21.0}+{red:2:17.0}+{red:2:42.0}+{red:4:160.0}+{red:6:65.0}+{amber:4:70.0}+{amber:2:31.0}+{green:2:19.0}+{red:9:124.0}+{red:2:21.0}+{red:4:91.0}+{green:2:15.0}~{green:7:89.0}+{red:7:38.0}+{amber:6:1200}+{amber:8:152.0}+{red:2:13.0}+{red:8:583.0}+{red:2:41.0}+{red:2:26.0}+{green:2:19.0}~{green:6:51.0}+{red:7:47.0}+{amber:6:179.0}+{amber:2:18.0}+{green:2:20.0}~{green:13:54.0}~{green:6:430.0}~{green:6:48.0}~{amber:8:399.0}~{green:8:50.0}+{amber:24:253.0}+{red:2:38.0}+{red:4:31.0}+{red:2:33.0}+{red:2:29.0}+{red:2:22.0}+{red:4:150.0}+{red:2:132.0}+{red:13:74.0}+{red:9:134.0}+{red:2:33.0}+{amber:29:229.0}+{red:9:85.0}+{red:2:28.0}+{red:2:63.0}+{green:5:178.0}~{green:6:41.0}~{green:2:52.0}~{green:0:344.0}~{red:12:160.0}~{green:11:28.0}~{green:0:162.0}~{green:0:167.0}~{green:0:499.0}~{green:0:40.0}~{green:5:124.0}
02ADA8CEA0,Java-1.8_JUnit,Leap_Years,1,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/02/ADA8CEA0/hippo/,2013-10-17 07:17:43 -0700,659.0,4,1,2,1,19,18,13,0.500000,1.000000,1,true,+{red:0:22.0}+{amber:8:526.0}+{green:6:69.0}~{green:4:42.0}
0287D31E75,Java-1.8_JUnit,Bowling_Game,1,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/02/87D31E75/deer/,2013-11-20 15:29:25 -0800,1327.0,15,4,5,6,65,188,45,1.000000,1.000000,3,true,+{red:0:17.0}+{amber:44:340.0}+{amber:8:26.0}+{amber:6:15.0}+{red:2:29.0}+{green:6:32.0}+{red:21:390.0}+{amber:4:74.0}+{green:4:30.0}~{amber:7:78.0}~{green:7:42.0}+{amber:16:9.0}+{red:16:7.0}+{green:41:8.0}~{green:6:230.0}
02C3D09368,Python-unittest,Anagrams,1,snake,/Users/michaelhilton/Development/Mycyberdojo/katas/02/C3D09368/snake/,2013-09-06 05:47:48 -0700,1234.0,29,13,8,8,43,125,6,,1.0,0,true,~{red:0:10.0}~{amber:7:56.0}~{green:6:24.0}~{red:3:20.0}~{green:2:8.0}~{amber:3:76.0}~{amber:3:18.0}~{green:6:25.0}~{red:3:26.0}~{amber:4:61.0}~{amber:2:30.0}~{green:5:33.0}~{green:3:27.0}~{red:6:27.0}~{amber:13:235.0}~{red:11:24.0}~{red:2:31.0}~{red:2:45.0}~{red:7:60.0}~{red:1:76.0}~{red:2:18.0}~{red:3:37.0}~{amber:3:62.0}~{green:2:8.0}~{red:7:80.0}~{amber:10:61.0}~{red:4:13.0}~{green:2:28.0}~{green:3:15.0}
