KataID|Language|KataName|NumParticipants|Animal|Path|StartDate|secsInKata|TotalLights|RedLights|GreenLights|AmberLights|SLOC|EditedLines|TotalTests|CCNum|BranchCoverage|StatementCoverage|NumCycles|EndsInGreen|LightData|JsonCycles|TDDScore
00AE83D7EA|Python-unittest|Leap_Years|1|hippo|/Users/hughryan/Developer/cyberdojo/katas/00/AE83D7EA/hippo/|2014-01-09 12:57:58 -0800|2282.0|32|5|5|22|29|107|4|8|NA|1.0|4|true|+{red:0:32.0}+{amber:15:262.0}+{amber:2:15.0}+{amber:0:55.0}+{amber:2:33.0}+{amber:2:21.0}+{amber:5:54.0}+{amber:4:170.0}+{amber:2:48.0}+{amber:2:309.0}+{amber:2:10.0}+{amber:2:14.0}+{amber:5:45.0}+{amber:2:48.0}+{amber:2:23.0}+{amber:7:360.0}+{amber:4:91.0}+{red:2:20.0}+{green:2:53.0}+{red:6:86.0}+{amber:5:60.0}+{amber:4:13.0}+{amber:2:19.0}+{amber:2:179.0}+{amber:2:16.0}+{amber:2:13.0}+{green:4:112.0}+{red:4:0}+{green:4:64.0}~{green:4:20.0}+{red:2:9.0}+{green:4:28.0}|[{"lights":[{"color":"red","edits":0,"time":32.0},{"color":"amber","edits":15,"time":262.0},{"color":"amber","edits":2,"time":15.0},{"color":"amber","edits":0,"time":55.0},{"color":"amber","edits":2,"time":33.0},{"color":"amber","edits":2,"time":21.0},{"color":"amber","edits":5,"time":54.0},{"color":"amber","edits":4,"time":170.0},{"color":"amber","edits":2,"time":48.0},{"color":"amber","edits":2,"time":309.0},{"color":"amber","edits":2,"time":10.0},{"color":"amber","edits":2,"time":14.0},{"color":"amber","edits":5,"time":45.0},{"color":"amber","edits":2,"time":48.0},{"color":"amber","edits":2,"time":23.0},{"color":"amber","edits":7,"time":360.0},{"color":"amber","edits":4,"time":91.0},{"color":"red","edits":2,"time":20.0},{"color":"green","edits":2,"time":53.0}],"totalEdits":62,"totalTime":1663.0},{"lights":[{"color":"red","edits":6,"time":86.0},{"color":"amber","edits":5,"time":60.0},{"color":"amber","edits":4,"time":13.0},{"color":"amber","edits":2,"time":19.0},{"color":"amber","edits":2,"time":179.0},{"color":"amber","edits":2,"time":16.0},{"color":"amber","edits":2,"time":13.0},{"color":"green","edits":4,"time":112.0}],"totalEdits":27,"totalTime":498.0},{"lights":[{"color":"red","edits":4,"time":0},{"color":"green","edits":4,"time":64.0}],"totalEdits":8,"totalTime":64.0},{"lights":[{"color":"red","edits":2,"time":9.0},{"color":"green","edits":4,"time":28.0}],"totalEdits":6,"totalTime":37.0}]|50.42560049762352
00B841D5FD|Java-1.8_JUnit|Roman_Numerals|1|alligator|/Users/hughryan/Developer/cyberdojo/katas/00/B841D5FD/alligator/|2014-03-13 21:45:52 -0700|29.0|2|1|1|0|10|2|1|NA|1.000000|1.000000|1|true|+{red:0:13.0}+{green:2:16.0}|[{"lights":[{"color":"red","edits":0,"time":13.0},{"color":"green","edits":2,"time":16.0}],"totalEdits":2,"totalTime":29.0}]|656.6
00C327D7B6|Java-1.8_JUnit|Leap_Years|1|hippo|/Users/hughryan/Developer/cyberdojo/katas/00/C327D7B6/hippo/|2014-03-13 21:37:11 -0700|543.0|8|4|4|0|19|37|1|NA|0.500000|0.333333|3|true|+{red:0:7.0}+{green:2:30.0}~{red:2:112.0}~{green:2:12.0}+{red:2:20.0}+{green:14:168.0}+{red:4:127.0}+{green:11:67.0}|[{"lights":[{"color":"red","edits":0,"time":7.0},{"color":"green","edits":2,"time":30.0}],"totalEdits":2,"totalTime":37.0},{"lights":[{"color":"red","edits":2,"time":20.0},{"color":"green","edits":14,"time":168.0}],"totalEdits":16,"totalTime":188.0},{"lights":[{"color":"red","edits":4,"time":127.0},{"color":"green","edits":11,"time":67.0}],"totalEdits":15,"totalTime":194.0}]|27.20859098640641
00E0B3A302|Java-1.8_JUnit|Fizz_Buzz|1|frog|/Users/hughryan/Developer/cyberdojo/katas/00/E0B3A302/frog/|2014-02-24 07:54:26 -0800|2561.0|25|10|12|3|39|124|5|NA|1.000000|0.833333|5|true|~{red:0:12.0}~{green:6:89.0}~{green:0:89.0}~{amber:3:55.0}~{green:4:61.0}+{red:6:45.0}+{green:4:49.0}+{red:4:41.0}+{green:2:77.0}+{red:6:35.0}+{green:4:26.0}~{green:12:250.0}~{amber:6:37.0}~{green:2:10.0}~{amber:25:300.0}~{green:2:23.0}~{red:2:19.0}~{green:2:14.0}+{red:6:143.0}+{red:2:19.0}+{red:2:21.0}+{green:2:29.0}+{red:10:1092.0}+{red:2:8.0}+{green:10:17.0}|[{"lights":[{"color":"red","edits":6,"time":45.0},{"color":"green","edits":4,"time":49.0}],"totalEdits":10,"totalTime":94.0},{"lights":[{"color":"red","edits":4,"time":41.0},{"color":"green","edits":2,"time":77.0}],"totalEdits":6,"totalTime":118.0},{"lights":[{"color":"red","edits":6,"time":35.0},{"color":"green","edits":4,"time":26.0}],"totalEdits":10,"totalTime":61.0},{"lights":[{"color":"red","edits":6,"time":143.0},{"color":"red","edits":2,"time":19.0},{"color":"red","edits":2,"time":21.0},{"color":"green","edits":2,"time":29.0}],"totalEdits":12,"totalTime":212.0},{"lights":[{"color":"red","edits":10,"time":1092.0},{"color":"red","edits":2,"time":8.0},{"color":"green","edits":10,"time":17.0}],"totalEdits":22,"totalTime":1117.0}]|47.69454671580044
00E6723CBC|Java-1.8_JUnit|Anagrams|16|alligator|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/alligator/|2014-05-02 15:56:05 -0700|1524.0|21|2|9|10|18|84|1|NA|1.000000|1.000000|1|true|+{red:0:0}+{amber:25:448.0}+{amber:2:14.0}+{green:2:16.0}~{green:2:81.0}~{amber:13:269.0}~{amber:6:37.0}~{amber:2:16.0}~{amber:1:44.0}~{amber:2:9.0}~{amber:2:132.0}~{green:1:15.0}~{green:4:59.0}~{amber:6:144.0}~{green:2:11.0}~{green:1:35.0}~{green:2:28.0}~{red:2:48.0}~{green:4:34.0}~{amber:5:67.0}~{green:0:17.0}|[{"lights":[{"color":"red","edits":0,"time":0},{"color":"amber","edits":25,"time":448.0},{"color":"amber","edits":2,"time":14.0},{"color":"green","edits":2,"time":16.0}],"totalEdits":29,"totalTime":478.0}]|67.75716198125836
00E6723CBC|Java-1.8_JUnit|Anagrams|16|deer|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/deer/|2014-05-02 15:56:05 -0700|3501.0|51|8|24|19|56|309|1|NA|1.000000|0.920000|2|true|~{red:0:54.0}~{green:2:31.0}+{amber:92:0}+{amber:6:81.0}+{amber:6:113.0}+{amber:2:19.0}+{red:10:179.0}+{green:2:35.0}~{green:4:86.0}~{green:3:137.0}~{amber:12:97.0}~{green:1:68.0}~{green:5:60.0}+{amber:3:118.0}+{amber:0:23.0}+{amber:20:158.0}+{amber:6:41.0}+{red:2:16.0}+{amber:2:54.0}+{red:2:28.0}+{amber:2:29.0}+{amber:4:27.0}+{green:2:42.0}~{green:2:21.0}~{green:4:33.0}~{green:4:149.0}~{amber:5:270.0}~{green:2:16.0}~{green:2:179.0}~{green:2:97.0}~{amber:7:70.0}~{amber:0:5.0}~{amber:2:20.0}~{green:2:27.0}~{green:4:58.0}~{red:2:78.0}~{green:2:10.0}~{green:2:214.0}~{green:2:170.0}~{green:3:55.0}~{amber:40:0}~{amber:2:16.0}~{red:8:37.0}~{red:2:59.0}~{amber:6:51.0}~{green:2:12.0}~{green:2:40.0}~{green:4:129.0}~{green:2:84.0}~{red:4:77.0}~{green:2:28.0}|[{"lights":[{"color":"amber","edits":92,"time":0},{"color":"amber","edits":6,"time":81.0},{"color":"amber","edits":6,"time":113.0},{"color":"amber","edits":2,"time":19.0},{"color":"red","edits":10,"time":179.0},{"color":"green","edits":2,"time":35.0}],"totalEdits":118,"totalTime":427.0},{"lights":[{"color":"amber","edits":3,"time":118.0},{"color":"amber","edits":0,"time":23.0},{"color":"amber","edits":20,"time":158.0},{"color":"amber","edits":6,"time":41.0},{"color":"red","edits":2,"time":16.0},{"color":"amber","edits":2,"time":54.0},{"color":"red","edits":2,"time":28.0},{"color":"amber","edits":2,"time":29.0},{"color":"amber","edits":4,"time":27.0},{"color":"green","edits":2,"time":42.0}],"totalEdits":43,"totalTime":536.0}]|71.79159297546394
00E6723CBC|Java-1.8_JUnit|Anagrams|16|frog|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/frog/|2014-05-02 15:56:05 -0700|1988.0|28|2|10|16|60|167|7|NA|1.000000|1.000000|1|true|~{red:0:36.0}~{green:2:39.0}~{amber:17:242.0}~{amber:3:19.0}~{amber:4:21.0}~{amber:0:85.0}~{amber:2:17.0}~{green:2:13.0}+{amber:31:0}+{red:1:17.0}+{green:2:57.0}~{amber:19:225.0}~{green:2:20.0}~{green:2:33.0}~{amber:15:206.0}~{amber:2:39.0}~{amber:4:32.0}~{amber:2:17.0}~{green:2:16.0}~{green:12:51.0}~{amber:6:81.0}~{green:1:29.0}~{amber:12:272.0}~{amber:5:40.0}~{amber:6:28.0}~{green:4:17.0}~{amber:7:324.0}~{green:2:12.0}|[{"lights":[{"color":"amber","edits":31,"time":0},{"color":"red","edits":1,"time":17.0},{"color":"green","edits":2,"time":57.0}],"totalEdits":34,"totalTime":74.0}]|167.37310180456248
00E6723CBC|Java-1.8_JUnit|Anagrams|16|gorilla|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/gorilla/|2014-05-02 15:56:05 -0700|3596.0|34|2|7|25|20|166|1|NA|1.000000|1.000000|2|true|+{red:0:47.0}+{amber:25:0}+{amber:7:30.0}+{amber:2:12.0}+{amber:4:65.0}+{amber:2:11.0}+{amber:2:15.0}+{green:2:60.0}~{amber:14:509.0}~{green:2:50.0}~{amber:2:63.0}~{green:2:43.0}+{amber:2:130.0}+{amber:27:0}+{amber:0:29.0}+{amber:2:33.0}+{amber:2:25.0}+{amber:8:154.0}+{amber:2:90.0}+{amber:2:85.0}+{amber:2:106.0}+{amber:2:82.0}+{red:4:141.0}+{amber:17:845.0}+{amber:2:22.0}+{green:2:149.0}~{amber:7:262.0}~{amber:2:10.0}~{amber:2:50.0}~{amber:1:64.0}~{green:2:46.0}~{amber:7:265.0}~{green:2:12.0}~{green:5:91.0}|[{"lights":[{"color":"red","edits":0,"time":47.0},{"color":"amber","edits":25,"time":0},{"color":"amber","edits":7,"time":30.0},{"color":"amber","edits":2,"time":12.0},{"color":"amber","edits":4,"time":65.0},{"color":"amber","edits":2,"time":11.0},{"color":"amber","edits":2,"time":15.0},{"color":"green","edits":2,"time":60.0}],"totalEdits":44,"totalTime":240.0},{"lights":[{"color":"amber","edits":2,"time":130.0},{"color":"amber","edits":27,"time":0},{"color":"amber","edits":0,"time":29.0},{"color":"amber","edits":2,"time":33.0},{"color":"amber","edits":2,"time":25.0},{"color":"amber","edits":8,"time":154.0},{"color":"amber","edits":2,"time":90.0},{"color":"amber","edits":2,"time":85.0},{"color":"amber","edits":2,"time":106.0},{"color":"amber","edits":2,"time":82.0},{"color":"red","edits":4,"time":141.0},{"color":"amber","edits":17,"time":845.0},{"color":"amber","edits":2,"time":22.0},{"color":"green","edits":2,"time":149.0}],"totalEdits":74,"totalTime":1891.0}]|53.93936651583711
00E6723CBC|Java-1.8_JUnit|Anagrams|16|koala|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/koala/|2014-05-02 15:56:05 -0700|3879.0|31|1|17|13|43|195|1|NA|1.000000|1.000000|1|true|+{red:0:311.0}+{green:2:248.0}~{amber:2:1140.0}~{green:2:10.0}~{amber:4:48.0}~{amber:2:25.0}~{amber:2:16.0}~{amber:3:48.0}~{green:2:102.0}~{green:8:30.0}~{green:2:86.0}~{green:2:32.0}~{amber:2:18.0}~{green:2:31.0}~{green:11:96.0}~{amber:6:50.0}~{amber:2:11.0}~{green:2:67.0}~{amber:7:142.0}~{green:2:25.0}~{green:0:27.0}~{amber:2:587.0}~{amber:2:21.0}~{green:2:55.0}~{green:1:33.0}~{green:7:70.0}~{green:1:221.0}~{amber:96:0}~{amber:0:10.0}~{green:16:58.0}~{green:3:261.0}|[{"lights":[{"color":"red","edits":0,"time":311.0},{"color":"green","edits":2,"time":248.0}],"totalEdits":2,"totalTime":559.0}]|92.29541952908336
00E6723CBC|Java-1.8_JUnit|Anagrams|16|moose|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/moose/|2014-05-02 15:56:05 -0700|2376.0|31|4|14|13|62|147|6|NA|1.000000|1.000000|2|false|+{red:0:34.0}+{amber:29:0}+{amber:1:27.0}+{amber:1:24.0}+{amber:2:13.0}+{amber:2:24.0}+{amber:2:13.0}+{amber:2:23.0}+{amber:2:37.0}+{green:1:16.0}~{green:9:80.0}~{amber:30:304.0}~{green:2:14.0}+{amber:7:133.0}+{red:2:13.0}+{green:2:63.0}~{green:3:115.0}~{red:4:165.0}~{green:4:14.0}~{green:2:58.0}~{amber:7:170.0}~{green:2:11.0}~{green:2:20.0}~{amber:6:188.0}~{red:3:57.0}~{green:2:10.0}~{green:9:702.0}~{green:0:0}~{green:5:0}~{green:2:20.0}~{amber:2:28.0}|[{"lights":[{"color":"red","edits":0,"time":34.0},{"color":"amber","edits":29,"time":0},{"color":"amber","edits":1,"time":27.0},{"color":"amber","edits":1,"time":24.0},{"color":"amber","edits":2,"time":13.0},{"color":"amber","edits":2,"time":24.0},{"color":"amber","edits":2,"time":13.0},{"color":"amber","edits":2,"time":23.0},{"color":"amber","edits":2,"time":37.0},{"color":"green","edits":1,"time":16.0}],"totalEdits":42,"totalTime":211.0},{"lights":[{"color":"amber","edits":7,"time":133.0},{"color":"red","edits":2,"time":13.0},{"color":"green","edits":2,"time":63.0}],"totalEdits":11,"totalTime":209.0}]|67.63748955373559
00E6723CBC|Java-1.8_JUnit|Anagrams|16|panda|/Users/hughryan/Developer/cyberdojo/katas/00/E6723CBC/panda/|2014-05-02 15:56:05 -0700|125.0|2|2|0|0|10|0|1|NA|1.000000|1.000000|0|false|~{red:0:125.0}~{red:0:0}|[]|40.0
